Customer_ID;Age;Sex;Marital_Status;Education;Income;Customer_Rating;Persons_in_Household;Occupation;Groceries
6290;62;female;married;secondary;23000;good;2;blue-collar;sausage,meat,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,bottled water,soda,bottled beer,newspapers
6291;30;male;married;tertiary;24000;excellent;4;blue-collar;canned beer
6292;76;male;married;secondary;21000;fair;3;retired;rolls/buns
6293;32;female;married;secondary;25000;fair;3;self-employed;bottled water,soda,misc. beverages,flower soil/fertilizer
6294;66;female;married;primary;29000;fair;3;retired;soda
6295;38;male;married;secondary;25000;poor;2;blue-collar;chicken,citrus fruit,root vegetables,butter,domestic eggs,brown bread,margarine,sweet spreads,dental care,shopping bags
6296;57;female;married;primary;25000;excellent;2;housemaid;beverages,rolls/buns
6297;40;male;married;tertiary;26000;good;3;management;nuts/prunes
6298;49;male;single;tertiary;35000;very_good;1;blue-collar;rolls/buns
6299;27;male;divorced;tertiary;23000;fair;2;unknown;other vegetables,curd,yogurt,shopping bags
6300;80;female;divorced;tertiary;37000;excellent;1;retired;packaged fruit/vegetables,frozen fish,napkins
6301;35;female;married;primary;40000;good;3;management;sausage,rolls/buns,newspapers
6302;51;male;married;primary;40000;good;4;entrepreneur;pip fruit,whole milk,yogurt,pastry,seasonal products,male cosmetics
6303;77;male;married;tertiary;32000;poor;3;retired;soda,napkins
6304;85;female;married;primary;31000;good;3;retired;liver loaf,rolls/buns,soda
6305;52;male;divorced;tertiary;36000;poor;1;management;pork,berries,sugar,candy,dishes
6306;61;male;married;primary; ;good;3;blue-collar;chicken,packaged fruit/vegetables,frozen vegetables,frozen meals,misc. beverages,newspapers,flower (seeds)
6307;49;female;married;tertiary;48000;good;3;entrepreneur;tropical fruit,whole milk,butter milk,brown bread,shopping bags
6308;65;male;married;primary; ;fair;2;retired;flower soil/fertilizer
6309;29;female;single;secondary;37000;fair;1;housemaid;meat,butter,pastry,soda
6310;63;female;single;secondary;36000;very_good;1;housemaid;sausage,hamburger meat,tropical fruit,whole milk,sliced cheese,rolls/buns,oil,Instant food products,soda
6311;29;female;married;secondary;39000;poor;2;housemaid;citrus fruit,other vegetables,whole milk,domestic eggs,soda
6312;26;female;divorced;tertiary; ;very_good;1;housemaid;beef,other vegetables,whole milk,yogurt
6313;29;male;married;primary;33000;fair;3;blue-collar;whole milk
6314;53;male;married;primary;19000;excellent;4;self-employed;whipped/sour cream,domestic eggs,salt,sugar,canned vegetables,soda,canned beer,dish cleaner,hygiene articles,shopping bags
6315;80;female;married;primary;24000;very_good;3;retired;chicken,whole milk
6316;54;male;married;tertiary;41000;very_good;3;blue-collar;chicken,hamburger meat,onions,frozen meals,domestic eggs,vinegar,Instant food products,baking powder,pudding powder,bottled water,skin care,hygiene articles,house keeping products
6317;79;female;married;secondary;61000;very_good;3;retired;bottled water,soda
6318;39;male;married;tertiary;39000;good;3;entrepreneur;pork,hygiene articles
6319;75;male;divorced;primary;43000;excellent;1;retired;ice cream,brown bread,bottled water,soda
6320;51;female;single;secondary;44000;good;1;entrepreneur;ham,other vegetables,frozen meals,pasta,pickled vegetables,soda,misc. beverages,candy
6321; ;male;married;tertiary;15000;good;2;blue-collar;butter milk,whipped/sour cream,dog food,coffee,soda,abrasive cleaner,newspapers
6322;28;male;single;secondary;20000;fair;1;management;frankfurter
6323;71;female;single;secondary;57000;fair;2;retired;pork,brown bread,bottled water,soda
6324;85;male;single;primary;24000;poor;1;retired;sausage,pork,tropical fruit,other vegetables,yogurt,frozen vegetables,rolls/buns,bottled water
6325;72;female;married;secondary;30000;good;2;retired;berries,other vegetables,curd,brown bread,canned fish,chocolate,detergent
6326;72;male;married;secondary;35000;good;3;retired;sausage,citrus fruit,yogurt,detergent,soap
6327;69;female;divorced;secondary;23000;good;1;retired;whole milk
6328;38;male;married;tertiary;27000;fair;3;entrepreneur;other vegetables,rolls/buns
6329;81;female;married;secondary;22000;very_good;2;retired;sausage,other vegetables,rolls/buns,canned beer,shopping bags
6330;34;female;divorced;tertiary;30000;very_good;1;housemaid;rolls/buns,bottled water,canned beer,newspapers
6331;80;male;married;tertiary;19000;fair;3;retired;yogurt
6332;86;male;single;secondary;24000;fair;1;retired;root vegetables,packaged fruit/vegetables,pastry
6333;52;female;single;primary;25000;fair;2;housemaid;rolls/buns,soda
6334;70;female;married;tertiary;36000;good;3;retired;herbs,packaged fruit/vegetables
6335;21;male;single;tertiary;31000;good;1;self-employed;other vegetables,whole milk,pastry,waffles,specialty bar,shopping bags
6336;45;male;married;primary;27000;good;3;entrepreneur;pip fruit,whole milk,curd,yogurt,whipped/sour cream,rolls/buns,oil,margarine,mustard,candles,newspapers
6337;38;male;married;secondary;22000;very_good;4;blue-collar;pork,root vegetables,other vegetables
6338;71;female;married;tertiary;16000;fair;3;retired;soda
6339;51;female;married;tertiary;23000;fair;4;housemaid;onions,other vegetables,UHT-milk,condensed milk,cream cheese,salt,sugar,dog food,soda
6340;83;female;married;secondary;32000;poor;3;retired;other vegetables
6341;69;male;divorced;tertiary;42000;good;1;retired;hamburger meat,tropical fruit,pip fruit,grapes,berries,packaged fruit/vegetables,whipped/sour cream,coffee,cake bar,shopping bags
6342;72;male;single;tertiary;35000;very_good;1;retired;rum
6343;84;female;single;secondary;19000;good;1;retired;shopping bags
6344;85;male;married;primary;33000;good;2;retired;other vegetables,whole milk
6345;75;female;married;tertiary;33000;good;3;unknown;beef,citrus fruit,rice,dog food,soda,fruit/vegetable juice,dishes,shopping bags
6346;56;male;married;secondary;21000;fair;5;blue-collar;root vegetables
6347;35;male;married;primary;32000;good;3;entrepreneur;frankfurter
6348;52;female;married;tertiary;25000;very_good;4;entrepreneur;frankfurter,other vegetables,whole milk,curd,frozen fish,domestic eggs,margarine,tea,bottled beer,canned beer
6349;84;male;single;tertiary;45000;very_good;1;retired;ice cream,frozen dessert
6350;50;female;married;secondary;24000;good;4;housemaid;pastry,soda
6351;71;female;single;secondary;17000;fair;1;retired;chicken
6352;70;female;single;secondary;44000;very_good;1;retired;baking powder,soda,shopping bags
6353;33;female;married;tertiary;30000;good;3;housemaid;berries,other vegetables
6354;79;male;married;primary;24000;fair;4;retired;pet care
6355;33;female;married;tertiary;44000;poor;2;entrepreneur;misc. beverages
6356;76;male;married;secondary;46000;poor;2;retired;sausage,beef,pip fruit,whole milk,cream cheese,white bread,brown bread,seasonal products,hygiene articles
6357;48;male;married;primary;6000;poor;3;blue-collar;whipped/sour cream
6358;41;female;single;secondary;51000;good;1;blue-collar;rolls/buns,soda
6359;85;female;divorced;tertiary;19000;excellent;2;retired;fish,coffee
6360;55;male;married;primary;30000;excellent;3;blue-collar;tropical fruit,onions
6361;67;female;divorced;tertiary;21000;good;1;retired;other vegetables,butter milk,cream cheese,rolls/buns
6362;51;male;married;secondary;30000;good;4;management;ham,processed cheese,rolls/buns
6363;31;female;married;tertiary;24000;good;2;housemaid;meat,chicken,pork,packaged fruit/vegetables,rolls/buns,pastry,rice,fruit/vegetable juice
6364;60;male;divorced;primary;28000;very_good;1;self-employed;margarine,flower (seeds)
6365;76;female;married;secondary;25000;good;4;retired;sausage,rolls/buns,specialty chocolate
6366;54;male;married;tertiary;21000;fair;4;blue-collar;citrus fruit,tropical fruit,butter milk,yogurt,rolls/buns
6367;64;male;single;secondary;24000;poor;1;self-employed;sausage,sliced cheese,canned beer
6368;28;female;married;secondary;40000;fair;2;housemaid;sausage,rolls/buns,fruit/vegetable juice
6369;41;male;married;secondary;25000;poor;4;entrepreneur;other vegetables,rolls/buns,soda
6370;60;male;single;tertiary;43000;fair;1;blue-collar;meat,other vegetables,pickled vegetables,coffee,liquor,long life bakery product,newspapers
6371;33;male;married;tertiary;34000;fair;3;blue-collar;soda,specialty bar
6372;25;female;married;secondary;43000;poor;3;unemployed;sausage,pip fruit,other vegetables,coffee
6373;64;female;married;tertiary;32000;good;3;housemaid;pip fruit,soft cheese
6374;41;female;married;tertiary;26000;very_good;3;self-employed;tropical fruit,margarine
6375;83;female;single;primary;28000;excellent;1;retired;other vegetables,butter milk,rolls/buns,meat spreads
6376;63;female;married;tertiary;49000;poor;3;unemployed;pastry,soda
6377; ;male;married;tertiary;39000;very_good;4;entrepreneur;frankfurter,rolls/buns,soda
6378;36;female;married;secondary;38000;fair;4;housemaid;domestic eggs,rolls/buns
6379;47;male;married;tertiary;24000;fair;3;management;rolls/buns,canned fish
6380;49;male;single;primary;28000;poor;1;management;citrus fruit,pip fruit,berries,coffee,detergent,candles,shopping bags
6381;42;female;married;primary;30000;fair;3;unknown;domestic eggs,soda,hygiene articles
6382;84;female;married;primary;36000;excellent;3;retired;citrus fruit,instant coffee,fruit/vegetable juice,canned beer,chocolate,candy,house keeping products,shopping bags
6383;67;female;married;secondary;25000;excellent;2;retired;citrus fruit,butter
6384;54;female;married;tertiary;26000;good;3;services;sausage,rolls/buns,soda
6385;66;male;married;tertiary;31000;good;3;retired;ice cream,brown bread
6386;50;male;married;primary;19000;very_good;2;management;citrus fruit,other vegetables,hard cheese,spices,coffee,canned beer,chocolate,candy,flower (seeds),shopping bags
6387;79;male;married;tertiary;27000;poor;2;retired;pip fruit,whole milk,newspapers
6388;32;female;married;primary;23000;good;2;unemployed;citrus fruit,whole milk,domestic eggs,pastry,salt,oil,sugar,cocoa drinks
6389;29;female;single;primary;19000;very_good;1;housemaid;brown bread,bottled beer
6390;61;male;married;secondary;38000;good;3;blue-collar;sausage,bottled water
6391;62;female;single;tertiary;32000;very_good;1;housemaid;canned beer
6392;44;female;single;primary;57000;poor;2;housemaid;sausage,other vegetables,butter,pastry,soda,dishes
6393;79;female;married;secondary;18000;very_good;2;retired;canned beer
6394;63;female;married;secondary;30000;excellent;3;housemaid;soda,soap
6395; ;female;divorced;tertiary;17000;good;2;blue-collar;citrus fruit,other vegetables,mayonnaise,frozen vegetables,brown bread,pickled vegetables,canned fish,chocolate marshmallow
6396;58;male;married;tertiary; ;very_good;3;management;sausage,meat,whole milk,rolls/buns,cake bar,shopping bags
6397;60;female;married;secondary;27000;good;3;blue-collar;other vegetables,snack products
6398;67;male;single;secondary;18000;good;2;retired;beef,root vegetables
6399;73;female;single;primary;26000;excellent;2;retired;meat,turkey,onions,other vegetables,sliced cheese,ice cream,sauces,waffles,dishes
6400;40;female;single;primary;33000;fair;2;entrepreneur;canned beer
6401;45;female;married;primary;31000;good;2;blue-collar;ice cream
6402;45;male;married;primary;32000;very_good;5;technician;soda
6403;57;male;single;tertiary; ;good;2;entrepreneur;whole milk
6404;25;male;married;secondary;35000;good;3;blue-collar;pastry,canned fish,salty snack,waffles
6405;40;male;married;primary;21000;fair;6;blue-collar;whipped/sour cream,curd cheese,specialty chocolate,abrasive cleaner
6406;54;male;single;secondary;33000;very_good;1;self-employed;chocolate
6407;49;male;married;primary;39000;very_good;4;entrepreneur;pork,root vegetables,beverages,white bread,sugar
6408;63;male;married;primary;27000;good;2;entrepreneur;rolls/buns
6409;27;male;single;secondary;44000;very_good;1;blue-collar;frankfurter,whole milk,yogurt,tidbits,frozen vegetables,rolls/buns,detergent
6410;69;male;married;secondary;28000;excellent;4;retired;salty snack,newspapers,photo/film
6411;23;male;married;secondary;25000;good;5;entrepreneur;photo/film
6412;29;female;single;primary;34000;excellent;2;management;photo/film
6413;40;female;divorced;tertiary;35000;excellent;1;entrepreneur;soda,canned beer
6414;33;female;married;secondary;31000;excellent;2;self-employed;bottled beer,canned beer
6415;56;female;married;secondary;20000;fair;3;housemaid;frozen meals,soda
6416;48;male;married;primary;35000;good;2;entrepreneur;citrus fruit,dessert,seasonal products
6417;63;female;single;primary;33000;poor;1;housemaid;domestic eggs,brown bread,fruit/vegetable juice,waffles
6418;55;female;married;secondary;26000;fair;5;housemaid;tropical fruit,yogurt,bottled water,soda,specialty bar
6419;77;female;married;primary; ;fair;3;unknown;seasonal products
6420;47;male;married;tertiary;52000;very_good;3;entrepreneur;grapes,whole milk,ice cream,bottled water,chocolate
6421;86;male;married;secondary;24000;fair;4;retired;shopping bags
6422;38;male;single;tertiary;25000;very_good;1;entrepreneur;semi-finished bread
6423;72;male;single;secondary;37000;fair;1;retired;tropical fruit,butter milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice
6424; ;female;single;tertiary;28000;excellent;1;housemaid;seasonal products
6425;76;female;married;secondary;20000;fair;4;retired;salty snack,specialty bar,napkins,newspapers
6426;32;female;married;secondary; ;good;3;blue-collar;citrus fruit,specialty bar
6427;51;male;married;primary;21000;fair;2;entrepreneur;rolls/buns,canned beer,shopping bags
6428; ;male;single;secondary;25000;fair;1;blue-collar;ice cream,soda
6429; ;male;married;tertiary;31000;very_good;4;management;sausage,rolls/buns
6430;79;male;married;tertiary;37000;excellent;3;retired;yogurt,soda
6431;74;male;single;primary;29000;fair;1;retired;pastry,soda,specialty bar
6432;70;female;married;tertiary;24000;fair;5;unknown;hamburger meat,other vegetables,rolls/buns,instant coffee,hygiene articles
6433;69;female;married;secondary;17000;fair;2;retired;onions,other vegetables,specialty cheese,bottled water,shopping bags
6434;46;male;married;primary;26000;poor;3;management;whipped/sour cream,frozen vegetables
6435;58;female;married;secondary;41000;poor;4;blue-collar;newspapers
6436;70;female;single;secondary;28000;very_good;1;retired;other vegetables,roll products,bottled water,bottled beer
6437;25;female;married;secondary;38000;good;3;housemaid;liver loaf,whole milk,yogurt,frozen potato products,domestic eggs,rolls/buns,misc. beverages
6438;32;female;single;primary;44000;good;1;blue-collar;rolls/buns,pasta,bottled beer
6439;35;male;married;primary;17000;good;3;entrepreneur;fish,other vegetables,white bread,soda
6440;42;female;married;secondary;26000;very_good;4;entrepreneur;canned beer,shopping bags
6441;82;male;married;tertiary;14000;very_good;3;retired;bottled beer,newspapers
6442;45;female;married;tertiary;41000;excellent;3;blue-collar;frozen meals
6443;41;male;married;secondary;32000;good;4;management;potted plants,shopping bags
6444;75;female;single;tertiary;27000;good;1;retired;pork,tropical fruit,waffles,newspapers
6445;55;female;married;primary;34000;very_good;3;management;berries,salty snack,nut snack
6446;37;male;married;tertiary;40000;very_good;3;blue-collar;sausage,beef,root vegetables,other vegetables,curd,cereals,soda,waffles
6447;78;male;married;secondary;33000;fair;3;retired;white bread,semi-finished bread,soda
6448;81;male;single;secondary;40000;poor;1;retired;shopping bags
6449;57;female;divorced;secondary;34000;fair;2;unknown;cream cheese,rolls/buns,soda,chewing gum
6450;63;male;married;tertiary;32000;excellent;3;blue-collar;berries,soda
6451;24;male;divorced;primary;41000;good;2;self-employed;tropical fruit
6452;57;female;married;primary;24000;excellent;5;entrepreneur;frozen meals
6453;82;female;divorced;secondary;26000;poor;1;retired;ice cream,kitchen towels
6454;26;female;married;primary;49000;fair;3;unemployed;frankfurter,rolls/buns,chocolate
6455;29;female;divorced;primary;19000;fair;1;housemaid;rolls/buns
6456;30;female;married;primary;31000;good;3;entrepreneur;fruit/vegetable juice,chocolate
6457;46;female;married;tertiary;36000;good;5;blue-collar;beverages,cream cheese,rolls/buns
6458;50;male;married;secondary;31000;very_good;3;management;berries,whole milk,whipped/sour cream,beverages,fruit/vegetable juice,newspapers
6459;33;male;single;tertiary;22000;fair;1;entrepreneur;fruit/vegetable juice
6460;75;female;married;tertiary;27000;poor;4;unknown;sausage,soda,bottled beer,liquor,red/blush wine
6461;78;female;married;secondary;25000;fair;2;retired;tropical fruit,soda
6462;73;female;single;secondary;41000;fair;1;retired;soda
6463;42;female;single;secondary;27000;very_good;2;entrepreneur;finished products,cream cheese,bottled water,specialty bar,shopping bags
6464;21;female;single;primary;32000;fair;1;housemaid;salt
6465;56;female;married;primary;25000;good;4;blue-collar;berries,yogurt,beverages,UHT-milk,domestic eggs,rolls/buns,mustard
6466;45;female;single;tertiary;37000;good;1;housemaid;potato products
6467;26;male;married;primary;49000;fair;3;self-employed;ham,rolls/buns,bottled beer
6468;72;male;married;tertiary;26000;excellent;3;retired;specialty chocolate,newspapers
6469;85;female;married;tertiary;44000;very_good;2;retired;whole milk,whipped/sour cream,potted plants
6470;37;female;married;secondary;27000;excellent;4;blue-collar;pastry
6471;32;male;married;tertiary;31000;good;3;unemployed;frankfurter,sausage,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,frozen meals,frozen fish,brown bread,rice,oil,red/blush wine,hygiene articles
6472;76;male;married;secondary;22000;good;4;retired;grapes,berries,pet care,potted plants
6473;52;female;single;secondary;30000;poor;1;unemployed;potted plants
6474;64;female;single;tertiary;26000;good;1;blue-collar;other vegetables,whole milk,curd
6475;84;male;divorced;tertiary;21000;good;1;retired;root vegetables,other vegetables
6476;29;female;married;primary;32000;good;4;entrepreneur;soda
6477;86;male;married;tertiary;25000;fair;3;retired;bottled beer
6478;38;male;single;secondary;40000;excellent;2;entrepreneur;rolls/buns,misc. beverages
6479;64;female;married;primary;45000;fair;2;management;grapes,berries,root vegetables,other vegetables,packaged fruit/vegetables,curd,yogurt,brown bread,pastry
6480;47;female;married;tertiary;42000;good;3;blue-collar;tropical fruit,dessert,UHT-milk,cream cheese,frozen vegetables,brown bread,misc. beverages
6481;64;male;married;secondary; ;fair;2;self-employed;citrus fruit,coffee
6482;45;male;married;secondary;19000;good;4;unemployed;chicken,whole milk
6483;70;female;married;tertiary;22000;good;3;retired;citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,specialty cheese,canned vegetables
6484;38;female;single;tertiary; ;very_good;1;management;cleaner
6485;22;female;married;primary;44000;excellent;2;management;canned beer
6486;58;male;divorced;tertiary;33000;fair;1;management;misc. beverages
6487;58;female;divorced;secondary;33000;good;1;housemaid;soap,napkins
6488;70;female;single;primary;28000;very_good;1;retired;specialty chocolate
6489;84;male;single;primary;39000;very_good;1;retired;pip fruit,whole milk,frozen vegetables,napkins,candles
6490;23;male;single;primary;20000;fair;2;management;other vegetables,whole milk,pastry,margarine,coffee,shopping bags
6491;76;female;single;secondary;28000;poor;2;retired;pork,curd cheese,rolls/buns
6492;22;female;divorced;tertiary;37000;good;1;services;pork,herbs,whole milk,yogurt,whipped/sour cream,frozen vegetables,oil,liquor (appetizer)
6493;76;male;married;primary;27000;excellent;3;retired;cereals,pet care,salty snack,shopping bags
6494;21;female;married;tertiary;23000;very_good;3;blue-collar;tropical fruit
6495;41;male;divorced;tertiary;30000;very_good;1;unemployed;sparkling wine
6496;61;female;single;tertiary;31000;fair;1;self-employed;other vegetables,dessert,canned beer,chewing gum,flower (seeds)
6497;34;female;divorced;primary;22000;very_good;1;housemaid;dish cleaner
6498;47;female;married;secondary;30000;poor;2;housemaid;tropical fruit,yogurt,rolls/buns,waffles
6499;32;male;married;primary;27000;good;3;entrepreneur;pork,butter,soda,hygiene articles
6500;59;male;single;primary;36000;fair;2;entrepreneur;pork,beef,grapes,other vegetables,baking powder,soda
6501;62;female;married;tertiary;24000;poor;4;housemaid;frankfurter,beef,grapes,root vegetables,rolls/buns,soda,long life bakery product
6502;69;male;single;secondary;40000;fair;1;retired;rolls/buns,bottled water,bottled beer
6503;64;male;married;secondary;25000;very_good;2;management;yogurt,long life bakery product
6504;46;male;married;secondary;29000;very_good;2;blue-collar;packaged fruit/vegetables,soda,napkins
6505;30;female;single;tertiary;46000;poor;1;blue-collar;sausage,berries,packaged fruit/vegetables,specialty fat
6506;33;male;single;tertiary;31000;excellent;1;unknown;tropical fruit,other vegetables,whole milk,dessert,white bread,bottled water,misc. beverages,cake bar
6507;70;female;married;tertiary;39000;good;3;retired;cream cheese,rolls/buns
6508;44;female;married;tertiary;24000;very_good;5;housemaid;curd,rolls/buns
6509;86;male;married;tertiary;32000;good;5;retired;whole milk,beverages
6510;71;female;single;primary;12000;good;1;retired;whole milk
6511;24;male;married;secondary;25000;good;2;unemployed;other vegetables
6512;52;female;divorced;tertiary;12000;excellent;1;housemaid;sausage,beef,root vegetables,whole milk,butter,curd,yogurt,cream cheese,rolls/buns,margarine
6513;72;female;married;tertiary;46000;poor;2;retired;butter,white bread
6514;77;male;married;tertiary;24000;fair;4;retired;tropical fruit,other vegetables,frozen vegetables,white bread,pastry,sugar,soda,shopping bags
6515;71;male;single;secondary;43000;fair;1;retired;hamburger meat
6516;43;female;divorced;primary;42000;fair;1;entrepreneur;chicken,citrus fruit,tropical fruit,grapes,other vegetables,whole milk,yogurt,domestic eggs,flour,oil,coffee,fruit/vegetable juice
6517;28;female;married;tertiary;29000;fair;3;housemaid;cooking chocolate,female sanitary products
6518;37;female;married;secondary;40000;very_good;3;entrepreneur;zwieback,long life bakery product
6519; ;female;married;secondary; ;fair;3;housemaid;cream cheese,specialty chocolate
6520;36;female;married;secondary;34000;very_good;3;entrepreneur;sausage
6521;21;female;married;tertiary;30000;good;2;self-employed;zwieback
6522;48;male;single;tertiary;6000;very_good;1;management;waffles
6523;46;female;married;tertiary;30000;very_good;2;housemaid;yogurt,pastry,soups,detergent,flower (seeds)
6524;35;female;divorced;tertiary;24000;very_good;1;unemployed;meat,other vegetables,curd,sliced cheese,pasta,shopping bags
6525;53;female;divorced;tertiary;36000;poor;2;self-employed;sausage
6526;43;male;divorced;tertiary;21000;very_good;1;self-employed;turkey,citrus fruit,tropical fruit,pip fruit,grapes,cream cheese,semi-finished bread,margarine,fruit/vegetable juice,specialty bar,shopping bags
6527;53;male;married;primary;37000;poor;3;blue-collar;citrus fruit,pip fruit,UHT-milk,pet care,coffee,bottled beer
6528;38;male;married;secondary;51000;fair;3;self-employed;berries,whole milk,butter,whipped/sour cream,domestic eggs,flour,meat spreads,canned fish,bottled water,liquor,shopping bags
6529;23;male;single;tertiary;47000;very_good;1;unemployed;canned beer,specialty bar
6530;47;male;married;primary;39000;fair;5;self-employed;whole milk,cake bar
6531;58;female;divorced;tertiary;31000;very_good;1;housemaid;whole milk
6532; ;male;married;secondary;17000;fair;4;self-employed;berries,other vegetables,butter milk,yogurt,bottled water
6533;31;male;divorced;secondary;41000;fair;1;management;hamburger meat,rice,soups,sauces
6534;21;female;married;tertiary;30000;fair;4;housemaid;liquor,chocolate marshmallow
6535; ;female;married;tertiary;36000;good;5;self-employed;chocolate
6536;76;female;married;primary;29000;good;3;retired;sausage,rolls/buns,chocolate
6537;70;female;single;secondary;28000;very_good;1;retired;domestic eggs,chocolate marshmallow,newspapers
6538;74;male;single;primary;31000;good;1;retired;chicken,frozen vegetables,frozen dessert,bottled water,soda
6539;41;male;married;secondary;20000;good;4;management;sausage,chicken,tropical fruit,grapes,berries,ice cream,misc. beverages
6540;34;male;single;primary;33000;good;2;blue-collar;butter milk,coffee
6541;67;male;single;primary;30000;very_good;1;retired;ham,beef,whole milk,whipped/sour cream,cream cheese,ice cream,bottled water,specialty chocolate
6542;76;female;married;secondary;36000;very_good;2;retired;whole milk,dessert,pastry,long life bakery product
6543;22;male;single;tertiary;30000;good;1;entrepreneur;beef,citrus fruit,pip fruit
6544;75;male;married;tertiary;25000;poor;4;retired;specialty bar
6545;77;male;divorced;primary;30000;fair;2;retired;coffee
6546;57;male;divorced;secondary;20000;fair;1;entrepreneur;beverages
6547;40;female;single;secondary;1000;very_good;1;housemaid;fish,other vegetables,packaged fruit/vegetables,cat food,pet care,coffee,bottled water,red/blush wine
6548;61;female;married;primary;13000;good;3;entrepreneur;pip fruit,other vegetables,whole milk,frozen vegetables,chewing gum
6549;24;female;divorced;tertiary;34000;good;1;management;coffee
6550;79;male;married;primary;32000;excellent;2;retired;canned beer
6551;38;female;single;tertiary;8000;good;2;management;frozen fish,chocolate marshmallow,candy,male cosmetics
6552;21;female;single;primary;19000;very_good;1;blue-collar;whole milk,rolls/buns,pastry
6553;59;female;married;primary;30000;good;3;housemaid;whole milk,dessert,rolls/buns,roll products,flour,vinegar,sugar,soups,fruit/vegetable juice,chocolate
6554;70;male;single;secondary;35000;good;1;retired;pastry
6555;84;female;married;primary;10000;fair;2;retired;sausage,spread cheese,rolls/buns
6556;58;male;married;primary;39000;very_good;4;management;beef
6557;38;male;married;tertiary;21000;fair;3;unemployed;frankfurter,other vegetables,dessert
6558;50;male;married;tertiary;17000;very_good;3;entrepreneur;meat,chicken,pork,hamburger meat,citrus fruit,onions,other vegetables,yogurt,UHT-milk,spread cheese,domestic eggs,rolls/buns,margarine,bottled water,canned beer,female sanitary products,shopping bags
6559;45;male;married;primary;26000;fair;4;blue-collar;whole milk,newspapers
6560;24;male;single;secondary;28000;very_good;1;entrepreneur;canned beer,white wine
6561;76;female;divorced;tertiary;33000;fair;1;retired;rolls/buns,soda
6562;71;female;married;secondary;26000;very_good;3;retired;pip fruit
6563;25;male;married;tertiary;25000;good;2;entrepreneur;whole milk,ice cream,soda
6564;41;male;divorced;primary;40000;very_good;1;entrepreneur;sausage,root vegetables,other vegetables,dessert,napkins
6565;24;male;divorced;tertiary; ;fair;1;entrepreneur;beef,berries,yogurt,semi-finished bread,pasta,bottled water,misc. beverages,hygiene articles
6566;26;male;married;secondary;47000;excellent;4;blue-collar;pastry,bottled beer,liquor,red/blush wine
6567;34;male;married;primary;31000;good;4;self-employed;frankfurter,other vegetables,whole milk,curd,domestic eggs,white bread,sweet spreads,shopping bags
6568;56;male;single;tertiary;10000;fair;1;blue-collar;yogurt,frozen meals,soda
6569;64;male;married;secondary;21000;fair;3;entrepreneur;cat food,white wine,shopping bags
6570;74;female;single;primary;30000;excellent;1;retired;pet care,soda,white wine
6571;36;male;married;tertiary;22000;very_good;3;entrepreneur;ham,tropical fruit,butter,yogurt,processed cheese,white bread,soda,fruit/vegetable juice,specialty bar
6572;82;female;married;tertiary;38000;good;2;retired;sausage,tropical fruit,berries,whole milk,butter,dessert,pastry,soda,fruit/vegetable juice,long life bakery product,chewing gum,hygiene articles
6573;66;male;divorced;secondary;41000;fair;1;retired;tropical fruit,pip fruit,whole milk
6574;79;female;single;tertiary;13000;fair;1;retired;whole milk,pastry,newspapers
6575;76;female;married;primary;16000;very_good;3;retired;canned vegetables,bottled beer
6576;34;male;married;tertiary;39000;poor;2;entrepreneur;pork
6577;74;male;married;tertiary;33000;very_good;3;retired;pip fruit,frozen meals,soda,shopping bags
6578;73;female;married;primary;22000;fair;4;retired;sausage,onions,yogurt,detergent
6579;25;male;married;primary;0;poor;4;blue-collar;pork,beef,citrus fruit,root vegetables,herbs,other vegetables,roll products,bottled water,bottled beer,specialty chocolate
6580;42;male;married;secondary;42000;fair;3;blue-collar;citrus fruit,whole milk,yogurt,white bread,sugar,soda,napkins,shopping bags
6581; ;female;married;secondary;38000;good;4;self-employed;citrus fruit
6582;54;male;married;secondary;22000;poor;3;services;sausage,pork,yogurt,spread cheese,cereals,canned vegetables,salty snack,cling film/bags,shopping bags
6583;64;female;single;secondary;30000;good;2;entrepreneur;berries,newspapers
6584;78;male;married;secondary;29000;excellent;3;retired;brown bread,meat spreads,bottled water,fruit/vegetable juice
6585;32;female;single;secondary;39000;very_good;1;management;curd,whipped/sour cream,cream cheese,margarine,long life bakery product
6586;64;female;married;secondary;26000;excellent;3;entrepreneur;whipped/sour cream
6587;81;female;single;secondary;35000;excellent;1;retired;pip fruit,whole milk,butter,dessert,domestic eggs,rice,sugar,salty snack
6588;42;female;married;tertiary;28000;fair;2;housemaid;sausage,curd,soda
6589;62;male;single;secondary;26000;good;1;unknown;shopping bags
6590;39;female;married;secondary;22000;poor;3;housemaid;citrus fruit,hygiene articles,cling film/bags
6591;28;male;married;secondary;22000;good;4;management;frankfurter,chicken,root vegetables,other vegetables,whole milk,dessert,butter milk,yogurt,whipped/sour cream,sliced cheese,hard cheese,pastry,semi-finished bread,flour,pasta,canned vegetables,specialty chocolate,male cosmetics,newspapers,shopping bags
6592;63;female;married;secondary;28000;poor;3;unemployed;oil,bottled beer
6593;69;female;married;secondary;55000;poor;4;retired;beverages
6594;80;male;divorced;tertiary;29000;very_good;2;retired;soda,cake bar,candy
